gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,click_mean,submit_early,preview,click_std
M,East Anglian Region,A Level or Equivalent,10-20%,35-55,0,150,N,Fail,0.598290598,-2,1,1.326800498
M,South West Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,11.36752137,1.333333333,6,3.532271849
M,East Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,3.47008547,1,4,2.282226022
M,North Western Region,HE Qualification,0-10%,0-35,0,60,N,Pass,6.743589744,-5.666666667,3,2.736145376
M,South Region,Lower Than A Level,70-80%,35-55,0,60,N,Withdrawn,0,,4,2.740657565
M,Wales,Lower Than A Level,70-80%,35-55,0,60,N,Pass,11.54700855,5.666666667,7,8.589404882
M,Yorkshire Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,3.666666667,2.333333333,2,3.14983343
M,South Region,Lower Than A Level,80-90%,35-55,0,60,N,Pass,17.8974359,2,7,6.785044467
M,North Western Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,8.239316239,0,8,2.368811863
M,London Region,HE Qualification,60-70%,0-35,0,60,N,Pass,5.854700855,0.666666667,2,4.319005733
M,Ireland,Post Graduate Qualification,,35-55,0,60,N,Pass,12.76068376,-6.333333333,10,5.464858099
M,South Region,HE Qualification,80-90%,35-55,0,60,N,Withdrawn,3.743589744,-7,,3.864975079
M,East Midlands Region,Lower Than A Level,20-30%,0-35,0,60,N,Pass,2.153846154,0.333333333,6,3.539526682
M,East Anglian Region,HE Qualification,80-90%,35-55,0,60,N,Pass,3.743589744,0.333333333,3,2.570935065
F,East Anglian Region,HE Qualification,90-100%,35-55,0,60,N,Pass,11.41880342,,5,5.414978739
M,Yorkshire Region,Lower Than A Level,60-70%,35-55,0,60,N,Pass,17.87179487,-1,2,4.88955754
F,North Region,Post Graduate Qualification,,35-55,0,60,N,Pass,4.128205128,1,2,3.971547554
M,Yorkshire Region,HE Qualification,60-70%,35-55,0,60,N,Pass,5.418803419,-1,6,2.94014415
M,Wales,HE Qualification,0-10%,0-35,0,60,N,Pass,8.179487179,-11.66666667,,4.819576455
M,East Anglian Region,A Level or Equivalent,70-80%,35-55,0,60,N,Pass,4.606837607,4.333333333,6,2.516324543
M,East Midlands Region,HE Qualification,30-40%,0-35,0,120,N,Pass,1.666666667,0,1,2.462936333
M,South Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass,11.38461538,-2,1,4.215400007
F,East Midlands Region,A Level or Equivalent,40-50%,0-35,0,180,N,Pass,6.384615385,-4.666666667,4,2.834683611
M,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,Withdrawn,7.811965812,-3,2,3.48237581
F,East Anglian Region,Lower Than A Level,80-90%,35-55,0,120,N,Pass,1.769230769,1,2,3.765113336
F,South East Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass,10.75213675,1,6,8.686863931
F,South East Region,Lower Than A Level,90-100%,35-55,0,60,Y,Withdrawn,0,,,2.241179588
M,South West Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass,23.25641026,1.333333333,5,3.829548768
F,East Midlands Region,A Level or Equivalent,30-40%,0-35,0,240,N,Pass,8.538461538,0,3,2.716947651
M,South West Region,A Level or Equivalent,90-100%,0-35,0,345,N,Withdrawn,0,,,1.934991452
F,North Region,A Level or Equivalent,50-60%,35-55,0,60,N,Pass,6.743589744,-3,2,3.652603918
F,South Region,HE Qualification,80-90%,35-55,0,60,N,Pass,20.78632479,-0.666666667,5,3.183707724
M,South West Region,HE Qualification,60-70%,0-35,0,120,N,Pass,2.034188034,-3.333333333,2,3.50644084
F,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,Y,Fail,3.478632479,-2.333333333,3,2.755554793
M,North Region,Lower Than A Level,60-70%,0-35,0,120,N,Fail,3.307692308,-1.333333333,4,2.478875995
F,North Region,Lower Than A Level,80-90%,0-35,0,90,N,Withdrawn,0,,2,4.124938905
F,North Western Region,A Level or Equivalent,30-40%,35-55,0,60,Y,Withdrawn,10.5982906,-6.666666667,9,2.797411956
F,London Region,A Level or Equivalent,80-90%,0-35,0,150,N,Pass,0.564102564,4.333333333,,1.224300076
M,London Region,A Level or Equivalent,0-10%,35-55,0,420,N,Pass,6.982905983,0,4,4.012796728
F,East Midlands Region,A Level or Equivalent,20-30%,35-55,0,60,N,Pass,14.43589744,1,8,4.454558525
F,East Anglian Region,Lower Than A Level,70-80%,0-35,0,60,N,Withdrawn,0,,6,3.154454332
F,South West Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,6.145299145,-10.66666667,3,4.347445405
M,East Midlands Region,A Level or Equivalent,40-50%,35-55,0,60,N,Withdrawn,0,,8,3.788736329
M,Scotland,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,1.854700855,1,1,2.035342761
F,Yorkshire Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass,6.102564103,-2.333333333,3,2.822758485
F,West Midlands Region,Lower Than A Level,10-20%,35-55,0,60,N,Pass,3.495726496,0,,2.574136981
M,Ireland,HE Qualification,,35-55,0,60,N,Pass,5.341880342,-7,7,2.791688564
F,Ireland,A Level or Equivalent,,35-55,0,60,N,Pass,3.179487179,0,3,4.196059134
M,East Anglian Region,HE Qualification,90-100%,55<=,0,60,N,Pass,24.5982906,2,9,3.589096452
M,North Region,HE Qualification,,35-55,0,60,N,Pass,20.09401709,1.666666667,8,2.894072695
M,North Western Region,HE Qualification,70-80%,35-55,0,60,N,Pass,10.23931624,-1.333333333,5,7.243115565
F,North Western Region,A Level or Equivalent,80-90%,0-35,0,180,N,Fail,0.931623932,-19,1,3.812828282
M,South West Region,A Level or Equivalent,30-40%,0-35,0,120,N,Pass,8.256410256,2,5,2.380245562
F,South West Region,A Level or Equivalent,80-90%,35-55,0,120,N,Withdrawn,0,,3,6.449241099
F,South West Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,7.846153846,-1,5,3.717035981
M,London Region,A Level or Equivalent,10-20%,0-35,0,180,N,Pass,4,-0.333333333,1,2.78956324
M,South West Region,HE Qualification,80-90%,35-55,0,170,N,Pass,6.35042735,0.666666667,9,2.661034344
M,London Region,HE Qualification,10-20%,0-35,0,120,N,Fail,0,,4,4.904718194
M,Scotland,HE Qualification,30-40%,35-55,0,60,N,Pass,8.153846154,-12.66666667,10,5.093261415
M,South East Region,A Level or Equivalent,50-60%,35-55,0,60,N,Pass,33.38461538,2,10,4.706393803
M,Yorkshire Region,A Level or Equivalent,70-80%,35-55,0,120,N,Withdrawn,0,,2,3.994625795
M,Scotland,A Level or Equivalent,90-100%,0-35,0,120,N,Pass,6.666666667,-1,2,3.913719445
F,South West Region,Lower Than A Level,90-100%,0-35,0,60,N,Pass,11.09401709,-1,6,3.599483645
M,London Region,A Level or Equivalent,90-100%,0-35,0,60,N,Withdrawn,8.863247863,,1,6.59762067
M,London Region,Lower Than A Level,50-60%,35-55,0,60,N,Pass,2.64957265,1.666666667,6,2.304060579
F,Wales,A Level or Equivalent,30-40%,0-35,0,60,N,Withdrawn,9.572649573,-10.33333333,8,5.235378503
M,South West Region,HE Qualification,80-90%,35-55,0,60,N,Pass,7.41025641,0,6,2.784031431
M,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,90,Y,Fail,2.307692308,-3.666666667,1,3.314976538
F,London Region,A Level or Equivalent,10-20%,35-55,0,60,N,Pass,11.70940171,0.666666667,9,3.416544171
M,Ireland,HE Qualification,,0-35,0,180,N,Fail,7.666666667,0.666666667,4,3.263035103
M,London Region,HE Qualification,60-70%,0-35,0,60,N,Pass,1.102564103,0,3,1.261282725
M,East Midlands Region,Lower Than A Level,50-60%,0-35,0,60,N,Pass,2.324786325,-7,,2.613931458
M,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,3.068376068,0.666666667,2,3.180313015
M,East Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,4.094017094,1,3,2.790185247
M,London Region,A Level or Equivalent,40-50%,0-35,0,240,N,Pass,9.042735043,-0.333333333,5,4.688076253
M,Yorkshire Region,A Level or Equivalent,90-100%,0-35,0,240,N,Withdrawn,0,,3,2.818134866
M,Scotland,Post Graduate Qualification,90-100%,0-35,0,60,N,Pass,2.11965812,-1.333333333,,3.276187496
M,South Region,HE Qualification,90-100%,55<=,0,60,N,Pass,6.658119658,0,6,2.192856261
M,London Region,HE Qualification,80-90%,0-35,0,80,N,Pass,1.376068376,0,1,3.502066036
M,South Region,A Level or Equivalent,90-100%,0-35,0,120,N,Pass,2.282051282,1.333333333,1,2.184207951
M,East Anglian Region,HE Qualification,90-100%,35-55,0,60,N,Pass,8.008547009,5.666666667,7,3.289919437
F,East Midlands Region,HE Qualification,60-70%,35-55,0,60,N,Fail,5.606837607,-2.333333333,4,2.861895291
M,London Region,HE Qualification,20-30%,35-55,0,60,N,Pass,1.931623932,1,3,3.062450574
M,South West Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass,4.794871795,0.333333333,6,4.608962645
M,North Western Region,Lower Than A Level,20-30%,0-35,0,90,N,Pass,8.760683761,-2,9,3.069914279
M,Wales,Lower Than A Level,20-30%,35-55,0,60,N,Pass,13.12820513,-3,9,3.265733988
M,North Western Region,HE Qualification,10-20%,0-35,0,120,N,Pass,3.871794872,-8,4,2.72910383
F,West Midlands Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,3.615384615,-1.666666667,5,2.687937296
F,East Anglian Region,Lower Than A Level,70-80%,35-55,0,60,N,Pass,18.29059829,-4.333333333,10,4.610330307
F,London Region,A Level or Equivalent,80-90%,35-55,0,60,N,Withdrawn,2.794871795,-5.666666667,3,5.166893575
M,East Midlands Region,A Level or Equivalent,20-30%,35-55,0,60,N,Pass,5.025641026,0.333333333,3,3.222290152
F,North Western Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,12.14529915,1,6,3.810792927
M,East Anglian Region,A Level or Equivalent,10-20%,35-55,0,90,N,Fail,13.4017094,3,1,4.177594367
M,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,180,N,Withdrawn,1.435897436,,1,3.683481135
M,Scotland,A Level or Equivalent,80-90%,35-55,0,60,N,Pass,14.98290598,0,6,7.071507447
F,South East Region,A Level or Equivalent,60-70%,0-35,0,60,N,Withdrawn,12.64102564,-7,2,5.357299495
M,London Region,Lower Than A Level,40-50%,0-35,0,60,N,Pass,4.034188034,2.666666667,5,6.343710943
F,Scotland,A Level or Equivalent,30-40%,0-35,0,150,N,Pass,2.358974359,-1,1,2.39784607
M,Wales,Lower Than A Level,70-80%,35-55,0,60,N,Fail,0.461538462,1.333333333,2,0.882653153
M,South West Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,10.15384615,-6.333333333,5,4.789168512
M,South East Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass,4.598290598,0,3,4.243845857
M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,120,N,Pass,2.897435897,0,2,3.396945675
M,Wales,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,9.367521368,-2,1,4.230667736
M,North Western Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,2.094017094,1,1,2.100618991
M,South East Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass,24.32478632,-1.333333333,8,3.116183211
M,East Midlands Region,A Level or Equivalent,70-80%,0-35,0,120,N,Pass,0.41025641,,1,1.422103958
M,South East Region,HE Qualification,90-100%,55<=,0,60,N,Pass,8.153846154,3.333333333,5,5.763300189
M,South East Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,4.042735043,1,,4.401281875
M,South East Region,A Level or Equivalent,40-50%,35-55,0,240,N,Fail,4.820512821,1.333333333,1,2.326706458
M,South Region,Post Graduate Qualification,90-100%,55<=,0,60,N,Pass,10.08547009,2,5,3.822626675
F,South East Region,HE Qualification,80-90%,0-35,0,60,N,Pass,2.47008547,-4.666666667,5,2.340018383
M,West Midlands Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,6.051282051,7.333333333,6,2.538881777
F,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,60,N,Fail,4.042735043,-1.333333333,2,2.966416827
M,North Western Region,A Level or Equivalent,70-80%,0-35,0,60,N,Fail,0,,2,3.016740731
M,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,120,Y,Pass,5.11965812,0,5,3.184335781
M,West Midlands Region,A Level or Equivalent,50-60%,35-55,0,120,N,Pass,5.136752137,0.666666667,,3.451613438
M,East Anglian Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass,4.811965812,4.666666667,7,3.416465492
F,London Region,A Level or Equivalent,10-20%,0-35,0,60,N,Pass,15.1965812,2.666666667,10,2.795136517
F,East Midlands Region,HE Qualification,10-20%,0-35,0,60,N,Pass,4.418803419,0,3,2.231111191
M,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,7.632478632,0,4,4.180558705
M,South West Region,A Level or Equivalent,60-70%,55<=,0,120,N,Pass,10.84615385,2.333333333,3,3.705565358
M,South Region,Post Graduate Qualification,90-100%,55<=,0,60,N,Pass,60.44444444,1,10,10.05604254
M,South Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,1.478632479,1,3,3.061551948
F,East Anglian Region,HE Qualification,80-90%,0-35,0,120,N,Pass,5.846153846,6.333333333,9,3.414571579
F,East Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,18.62393162,-2.333333333,8,3.068511583
M,South Region,HE Qualification,90-100%,55<=,0,60,N,Pass,47.25641026,1.333333333,10,4.993196435
M,East Anglian Region,HE Qualification,40-50%,35-55,0,60,N,Pass,9.324786325,0.333333333,8,2.957880957
F,South West Region,A Level or Equivalent,10-20%,35-55,0,60,N,Pass,7.581196581,0.333333333,6,3.924526017
M,South East Region,A Level or Equivalent,90-100%,0-35,0,120,N,Pass,0.538461538,0.666666667,2,1.011148177
F,South Region,HE Qualification,90-100%,35-55,0,60,N,Withdrawn,0,,6,4.473019459
F,East Anglian Region,A Level or Equivalent,60-70%,35-55,0,60,N,Pass,5.478632479,0.333333333,5,3.90349894
M,Scotland,A Level or Equivalent,20-30%,0-35,0,120,N,Pass,0.820512821,0,1,1.606883248
M,Scotland,HE Qualification,80-90%,0-35,0,60,N,Pass,2.247863248,0,1,3.140253915
F,London Region,A Level or Equivalent,50-60%,0-35,0,150,N,Fail,2.076923077,,3,2.136159179
F,South West Region,A Level or Equivalent,0-10%,0-35,0,240,Y,Withdrawn,0,,7,2.58010363
F,South East Region,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn,15.48717949,-1.666666667,8,3.38183819
M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,120,N,Pass,7.547008547,2.333333333,3,4.050173633
M,North Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,1.606837607,2.333333333,2,2.936578717
M,East Anglian Region,Lower Than A Level,40-50%,0-35,0,180,N,Fail,0.564102564,-24.66666667,,0.904793233
F,West Midlands Region,HE Qualification,70-80%,0-35,0,60,N,Withdrawn,0,,6,3.815078677
M,Scotland,Lower Than A Level,50-60%,55<=,0,60,N,Pass,6.974358974,6.666666667,7,4.291903132
M,Yorkshire Region,HE Qualification,0-10%,0-35,0,60,N,Pass,3.683760684,2,7,2.470187564
M,Ireland,HE Qualification,70-80%,35-55,0,120,N,Pass,20.92307692,-1.666666667,4,4.172179608
M,Yorkshire Region,A Level or Equivalent,10-20%,0-35,0,60,N,Fail,0.35042735,1,,0.610367938
M,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,180,Y,Pass,2.974358974,-2.333333333,1,2.898463463
M,Yorkshire Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,8.846153846,3.333333333,6,3.009553796
M,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,120,N,Pass,2.923076923,0.666666667,1,2.129771338
M,North Western Region,HE Qualification,80-90%,35-55,0,60,N,Pass,3.47008547,0,5,2.476962549
M,Yorkshire Region,A Level or Equivalent,10-20%,0-35,0,60,N,Fail,1.307692308,0,,1.59386575
M,East Anglian Region,Lower Than A Level,70-80%,35-55,0,60,N,Fail,3.735042735,1.666666667,5,3.811362215
F,London Region,A Level or Equivalent,0-10%,0-35,0,120,N,Pass,4.333333333,0,5,2.352750458
M,East Anglian Region,Lower Than A Level,10-20%,35-55,0,60,N,Pass,9.153846154,2.333333333,9,3.423604905
M,South West Region,HE Qualification,40-50%,0-35,0,60,N,Pass,6.94017094,2,3,2.420322191
F,South West Region,A Level or Equivalent,50-60%,0-35,0,120,Y,Pass,1.564102564,-5,4,2.513767003
M,Wales,HE Qualification,50-60%,35-55,0,120,N,Fail,0.512820513,1,2,2.438204518
M,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,180,N,Pass,4.41025641,7.666666667,2,3.618781523
M,North Region,HE Qualification,,0-35,0,60,N,Pass,7.427350427,-5.333333333,8,2.221294277
F,South Region,A Level or Equivalent,80-90%,35-55,0,60,N,Pass,9.811965812,-1.666666667,,4.808466425
M,East Midlands Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,5.179487179,1.666666667,6,3.507379601
M,Yorkshire Region,A Level or Equivalent,90-100%,0-35,0,120,N,Pass,2.564102564,1.666666667,2,1.70615764
M,Ireland,Lower Than A Level,,0-35,0,120,N,Pass,0.897435897,-2,,1.000820223
M,Yorkshire Region,A Level or Equivalent,70-80%,0-35,0,120,N,Pass,4,-0.666666667,7,2.432137366
F,London Region,Lower Than A Level,80-90%,35-55,0,60,N,Pass,2.888888889,-4,7,3.154529457
M,South West Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass,3.085470085,0.333333333,3,3.652499197
M,Scotland,A Level or Equivalent,0-10%,0-35,0,90,N,Withdrawn,4.076923077,-1.333333333,3,2.770916596
M,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,120,N,Fail,1.820512821,0,1,2.138039912
F,North Western Region,A Level or Equivalent,50-60%,35-55,0,120,N,Pass,8.05982906,-6.666666667,4,3.234017567
M,North Western Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,3.487179487,1,3,3.662265521
M,Yorkshire Region,HE Qualification,50-60%,0-35,0,180,N,Pass,3.632478632,-2.666666667,1,3.949815678
M,Yorkshire Region,Lower Than A Level,90-100%,0-35,0,240,N,Fail,6.05982906,0.666666667,3,3.909431831
F,South East Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass,4.948717949,-2.666666667,4,2.981095456
M,South West Region,Lower Than A Level,50-60%,35-55,0,60,N,Pass,9.034188034,2.333333333,6,6.745171274
M,Wales,Lower Than A Level,20-30%,35-55,0,120,N,Pass,2.717948718,5,6,2.994322991
M,North Region,A Level or Equivalent,20-30%,0-35,0,120,N,Pass,3.418803419,-2.333333333,8,2.785767269
M,Yorkshire Region,A Level or Equivalent,50-60%,0-35,0,120,N,Pass,2.88034188,-2,5,2.212369815
M,West Midlands Region,HE Qualification,0-10%,35-55,0,90,N,Withdrawn,8.085470085,-4.666666667,7,4.843371956
M,Scotland,A Level or Equivalent,40-50%,0-35,0,60,Y,Fail,2.52991453,-3,,2.742933718
F,North Western Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,1.982905983,0,,5.169579136
F,South East Region,A Level or Equivalent,70-80%,0-35,0,150,N,Pass,1.957264957,1,4,3.053465721
M,London Region,A Level or Equivalent,20-30%,0-35,0,120,N,Pass,2.452991453,0,1,2.538908174
M,South West Region,HE Qualification,80-90%,0-35,0,120,N,Withdrawn,0,,5,3.627937798
M,London Region,HE Qualification,30-40%,0-35,0,60,N,Pass,5.692307692,0,5,2.446392116
M,South East Region,HE Qualification,90-100%,35-55,0,60,N,Withdrawn,0,,3,6.027416454
F,South West Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,7.786324786,3.666666667,7,4.635986067
M,South East Region,HE Qualification,80-90%,0-35,0,120,N,Pass,6.051282051,1,,6.084617461
M,North Western Region,HE Qualification,80-90%,35-55,0,60,N,Pass,4.846153846,0,3,3.056619904
M,London Region,A Level or Equivalent,40-50%,0-35,0,120,N,Pass,6.41025641,0,4,3.907737593
M,South East Region,HE Qualification,90-100%,0-35,0,120,N,Pass,2.846153846,2.333333333,2,2.456988903
M,North Western Region,HE Qualification,40-50%,0-35,0,120,N,Pass,11.58974359,0.666666667,10,4.098428587
M,South East Region,HE Qualification,60-70%,0-35,0,60,N,Pass,5.239316239,0,4,5.655469686
M,West Midlands Region,HE Qualification,80-90%,0-35,0,120,N,Fail,0.632478632,1.666666667,1,3.656321494
F,Scotland,HE Qualification,30-40%,0-35,0,60,N,Withdrawn,0,,,6.205675356
M,West Midlands Region,HE Qualification,70-80%,0-35,0,120,N,Pass,2.47008547,-9.666666667,1,5.687195066
M,Ireland,HE Qualification,90-100%,0-35,0,120,N,Pass,7.205128205,0,3,10.61994555
M,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,120,N,Fail,0.974358974,,,2.816006779
M,South West Region,A Level or Equivalent,90-100%,0-35,0,120,N,Pass,27.86324786,1.333333333,6,4.370259742
M,South Region,Post Graduate Qualification,90-100%,35-55,0,60,N,Pass,2.871794872,0,4,2.260650628
M,North Region,HE Qualification,,55<=,0,60,N,Withdrawn,4.341880342,-1.666666667,2,3.505624167
M,Scotland,Post Graduate Qualification,90-100%,35-55,0,60,N,Fail,0,,2,2.940655811
M,South Region,HE Qualification,90-100%,55<=,0,120,N,Pass,12.57264957,-0.333333333,4,5.034608616
M,West Midlands Region,A Level or Equivalent,60-70%,55<=,0,120,N,Pass,16.72649573,1,9,3.966552161
F,South Region,Lower Than A Level,50-60%,55<=,0,120,N,Withdrawn,0,,10,3.793704006
M,South Region,Lower Than A Level,70-80%,55<=,0,60,N,Pass,17.81196581,3.666666667,9,3.292370573
M,West Midlands Region,A Level or Equivalent,60-70%,55<=,0,60,N,Pass,32.86324786,1.666666667,8,4.332469038
F,East Anglian Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass,11.24786325,1.333333333,7,5.018762872
F,South West Region,A Level or Equivalent,50-60%,35-55,0,60,N,Pass,6.418803419,1,5,1.633070418
M,North Western Region,HE Qualification,40-50%,35-55,0,60,N,Pass,5.179487179,0.666666667,2,3.341667646
F,East Anglian Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass,3.504273504,-3.666666667,1,3.341702029
M,South West Region,A Level or Equivalent,80-90%,35-55,0,180,N,Withdrawn,13.00854701,0.666666667,6,2.826514773
F,West Midlands Region,HE Qualification,90-100%,35-55,0,60,N,Pass,11.13675214,0.666666667,7,3.605330609
M,South Region,HE Qualification,90-100%,35-55,0,60,N,Pass,27.82051282,0.333333333,10,6.638084032
F,London Region,Lower Than A Level,30-40%,35-55,0,60,N,Pass,7.487179487,0.333333333,6,2.977367983
M,Scotland,HE Qualification,80-90%,55<=,0,60,N,Pass,8.196581197,-1,7,4.70812823
M,Yorkshire Region,A Level or Equivalent,20-30%,35-55,0,60,N,Withdrawn,0,,1,4.185693608
M,West Midlands Region,A Level or Equivalent,70-80%,35-55,0,60,N,Fail,0,,7,3.236901959
F,East Midlands Region,HE Qualification,30-40%,35-55,0,60,N,Pass,4.256410256,-7,5,3.453042486
F,Yorkshire Region,A Level or Equivalent,10-20%,35-55,0,120,N,Fail,0,,2,6.777739518
M,West Midlands Region,HE Qualification,40-50%,35-55,0,120,N,Pass,12.91452991,0.333333333,5,4.231844232
F,East Anglian Region,Lower Than A Level,40-50%,35-55,0,60,Y,Fail,3.393162393,-5.666666667,,3.777954748
M,London Region,A Level or Equivalent,70-80%,35-55,0,60,N,Pass,14.73504274,-1.333333333,9,6.152252137
F,South East Region,Lower Than A Level,80-90%,35-55,0,60,N,Pass,18.93162393,0,4,4.204649558
M,London Region,Lower Than A Level,90-100%,35-55,0,60,N,Pass,4.692307692,0.666666667,,5.824875235
M,South Region,HE Qualification,90-100%,35-55,0,60,N,Fail,6.017094017,,8,6.695264811
M,North Western Region,A Level or Equivalent,60-70%,35-55,0,60,N,Pass,24.68376068,1.666666667,10,3.237079978
M,West Midlands Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,21.64957265,1.666666667,9,2.656269723
F,North Western Region,Lower Than A Level,50-60%,35-55,0,60,N,Withdrawn,0,,8,3.266736005
F,Scotland,HE Qualification,40-50%,35-55,0,60,N,Pass,9.435897436,0,6,4.548393796
M,East Anglian Region,A Level or Equivalent,60-70%,35-55,0,60,N,Pass,9.034188034,4.333333333,2,5.341068082
M,South Region,Lower Than A Level,30-40%,35-55,0,75,N,Withdrawn,0,,8,3.391076016
M,South East Region,HE Qualification,70-80%,55<=,0,60,N,Pass,28.81196581,-1.666666667,6,6.659835544
M,Ireland,HE Qualification,,35-55,0,60,N,Pass,6.735042735,-2.333333333,2,4.928228139
M,Scotland,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,2.282051282,1,4,3.311864591
M,South West Region,Lower Than A Level,40-50%,35-55,0,60,N,Pass,21.81196581,1,7,3.604708136
M,South West Region,Lower Than A Level,40-50%,35-55,0,300,Y,Pass,18.13675214,0,8,4.058940831
M,Yorkshire Region,A Level or Equivalent,50-60%,35-55,0,60,N,Pass,7.581196581,-3.333333333,3,2.995172055
F,South Region,A Level or Equivalent,70-80%,35-55,0,60,Y,Pass,4.47008547,-1.333333333,1,3.045411314
F,East Midlands Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,9.675213675,4.666666667,8,3.771093952
M,South Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass,8.085470085,7.333333333,6,3.172446545
F,East Anglian Region,Lower Than A Level,40-50%,35-55,0,120,Y,Pass,2.042735043,-2.666666667,4,2.380118125
M,West Midlands Region,Lower Than A Level,0-10%,35-55,0,60,N,Withdrawn,54.04273504,-5.666666667,8,6.953362606
